"filename", "language", "Markdown", "JSON", "Svelte", "HTML", "Dart", "JavaScript", "CSS", "YAML", "TypeScript", "comment", "blank", "total"
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_mobileapp/lib/src/ui/views/dashboard_view/dashboard_view.dart", "Dart", 0, 0, 0, 0, 179, 0, 0, 0, 0, 17, 17, 213
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/build/bundle.css", "CSS", 0, 0, 0, 0, 0, 0, -1, 0, 0, -2, 0, -3
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/build/bundle.js", "JavaScript", 0, 0, 0, 0, 0, -2813, 0, 0, 0, -175, -298, -3286
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/index.html", "HTML", 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/package-lock.json", "JSON", 0, -438, 0, 0, 0, 0, 0, 0, 0, 0, 0, -438
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/package.json", "JSON", 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/public/build/bundle.css", "CSS", 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 3
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/public/build/bundle.js", "JavaScript", 0, 0, 0, 0, 0, 2813, 0, 0, 0, 175, 298, 3286
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/rollup.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, -2, -33
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/AppStoreDownloadButton.svelte", "Svelte", 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, -4
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/GooglePlayDownloadButton.svelte", "Svelte", 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, -4
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/lib/components/SecondaryLogo.svelte", "Svelte", 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, -5
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/routes/About.svelte", "Svelte", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/routes/PrivacyPolicy.svelte", "Svelte", 0, 0, -16, 0, 0, 0, 0, 0, 0, 0, 1, -15
"/Users/carltonaikins/Desktop/Home/Programming/projects/budgetme/budgetme_website/src/routes/Support.svelte", "Svelte", 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 3
"Total", "-", 1979, -1791, -25, 4, -74, 0, 0, -1, -31, 41, 157, 259
